unicode,label
1F6CB,couch_and_lamp
2615,hot_beverage
1F60C,relieved_face
1F604,
1F341,maple_leaf
1F342,fallen_leaf
1F525,fire
1F634,sleeping_face
1F6CB,couch_and_lamp
1F60A,smiling_face_with_smiling_eyes
1F3E0,house
1F60C,relieved_face
1F3E0,house
1F3E1,house_with_garden
1FA9F,window
1F6CF,bed
1F970,smiling_face_with_hearts
1F970,smiling_face_with_hearts
1F6AA,door
1F6CB,couch_and_lamp
2615,hot_beverage
1F5A5,desktop_computer
1F604,grinning_face_with_smiling_eyes
1F6CC,person_in_bed
1F6CF,bed
1F6CB,couch_and_lamp
1F4A4,zzz
1F56F,candle
1F634,sleeping_face
1F6CB,couch_and_lamp
2198,down-right_arrow
1F3D4,snow-capped_mountain
1F447,backhand_index_pointing_down
26F0,mountain
2B07,down_arrow
1F3D4,snow-capped_mountain
1F3D4,snow-capped_mountain
2198,down-right_arrow
1F3D4,snow-capped_mountain
1F3D4,snow-capped_mountain
2B07,down_arrow
1F3D4,
2B07,down_arrow
1F3D4,snow-capped_mountain
1F53B,red_triangle_pointed_down
1F5FB,mount_fuji
2198,down-right_arrow
2600,sun
1F447,backhand_index_pointing_down
1F31E,sun_with_face
1F305,sunrise
1F305,sunrise
1F305,sunrise
2198,down-right_arrow
2600,sun
1F31E,sun_with_face
1F325,sun_behind_large_cloud
1F505,dim_button
2B07,down_arrow
1F505,dim_button
1F4A7,droplet
1F9CA,ice
2744,snowflake
1F4C9,chart_decreasing
2600,sun
1F53B,red_triangle_pointed_down
2600,sun
2198,down-right_arrow
1F4C9,chart_decreasing
1F4C9,chart_decreasing
1F4E6,package
1F645 + 200D + 2640,woman_gesturing_NO
1F645 + 200D + 2640,woman_gesturing_NO
1F645 + 200D + 2640,woman_gesturing_NO
2198,down-right_arrow
1F44E,thumbs_down
1F641,slightly_frowning_face
1F626,frowning_face_with_open_mouth
2B07,down_arrow
1F4C9,chart_decreasing
1F631,face_screaming_in_fear
1F6CD,shopping_bags
1F6D2,shopping_cart
2B07,down_arrow
30 + FE0F + 20E3,keycap_0
1F53B,red_triangle_pointed_down
1F4E6,package
2198,down-right_arrow
2601,cloud
1F447,backhand_index_pointing_down
2601,cloud
2601,cloud
1F301,foggy
2198,down-right_arrow
1F32B,fog
2B07,down_arrow
2601,cloud
2601,cloud
1F325,sun_behind_large_cloud
274C,cross_mark
2601,cloud
1F53B,red_triangle_pointed_down
2601,cloud
2198,down-right_arrow
1F3E0,house
1F447,backhand_index_pointing_down
1F3E0,house
1F4C9,chart_decreasing
1F4C9,chart_decreasing
2198,down-right_arrow
1F3D8,houses
2B07,down_arrow
1F51D,TOP_arrow
1F3E6,
1F3E0,house
1F4A5,collision
1F53B,red_triangle_pointed_down
1F3E2,office_building
2198,down-right_arrow
1F647 + 200D + 2640,woman_bowing
1F380,ribbon
1F447,backhand_index_pointing_down
1F647 + 200D + 2640,woman_bowing
1F647,person_bowing
1F647 + 200D + 2642,man_bowing
2198,down-right_arrow
1F647,person_bowing
1F647 + 200D + 2640,woman_bowing
1F647 + 200D + 2642,man_bowing
2B07,down_arrow
1F647 + 200D + 2642,man_bowing
1F647 + 200D + 2640,
1F647 + 200D + 2640,woman_bowing
1F647 + 200D + 2642,man_bowing
1F53B,red_triangle_pointed_down
1F647 + 1F3FB + 200D + 2640,woman_bowing_light_skin_tone
2198,down-right_arrow
1F3DE,national_park
1F3DE,national_park
2B07,down_arrow
1F4A6,sweat_droplets
1F6AB,prohibited
1F6AB,prohibited
2198,down-right_arrow
1F5FB,mount_fuji
2B07,down_arrow
1F6A3 + 200D + 2640,woman_rowing_boat
1F30A,water_wave
1F3DE,national_park
1F40A,crocodile
1F31B,first_quarter_moon_face
2198,down-right_arrow
1F53B,red_triangle_pointed_down
1F3DE,national_park
2198,down-right_arrow
1F3F7,label
1F4C9,chart_decreasing
1F4B0,money_bag
1F4B0,money_bag
1F911,money-mouth_face
1F911,money-mouth_face
1F911,money-mouth_face
1F9E7,red_envelope
2198,down-right_arrow
1F4B2,heavy_dollar_sign
1F4B8,money_with_wings
2B07,down_arrow
1F3F7,label
1F4B2,heavy_dollar_sign
1F4B2,heavy_dollar_sign
1F911,money-mouth_face
1F911,money-mouth_face
2B07,down_arrow
1F4B2,heavy_dollar_sign
1F53B,red_triangle_pointed_down
1F3F7,label
2198,down-right_arrow
1F6CB,couch_and_lamp
1F53B,red_triangle_pointed_down
1FA91,chair
1F6CB,couch_and_lamp
1FA91,chair
1FA91,chair
2B07,down_arrow
2198,down-right_arrow
1F4BA,seat
1F6CF,bed
2B07,down_arrow
1FA91,chair
1F6CB,
274C,cross_mark
1F6CF,bed
1F53B,red_triangle_pointed_down
1F6CB,couch_and_lamp
1F637,face_with_medical_mask
1F912,face_with_thermometer
1F915,face_with_head-bandage
2620,skull_and_crossbones
1F927,sneezing_face
1F915,face_with_head-bandage
1F9D1 + 200D + 2695,health_worker
1F48A,pill
1F637,face_with_medical_mask
1F9A0,microbe
1FAA6,headstone
1F92E,face_vomiting
1F468 + 200D + 2695,man_health_worker
1F912,face_with_thermometer
1F6A8,police_car_light
1F912,face_with_thermometer
203C,double_exclamation_mark
1F922,nauseated_face
1F922,nauseated_face
1F92E,face_vomiting
1F912,face_with_thermometer
1F321,thermometer
1F321,thermometer
2696,balance_scale
26A0,warning
26A0,warning
2757,red_exclamation_mark
2696,balance_scale
1F418,elephant
2696,balance_scale
1F469 + 200D + 2696,woman_judge
1F468 + 200D + 2696,man_judge
203C,double_exclamation_mark
2696,balance_scale
1F6A8,police_car_light
1F3CB + 200D + 2640,woman_lifting_weights
1F90F,pinching_hand
269B,atom_symbol
2757,red_exclamation_mark
1F4B9,chart_increasing_with_yen
1F4B9,chart_increasing_with_yen
2696,balance_scale
2757,red_exclamation_mark
2757,red_exclamation_mark
2757,red_exclamation_mark
1F5DD,old_key
1F4C8,chart_increasing
2714,check_mark
1F44D,thumbs_up
274C,cross_mark
2620,skull_and_crossbones
1F3E5,
203C,double_exclamation_mark
1F463,footprints
1F6A8,police_car_light
1F91E,crossed_fingers
1F4C8,chart_increasing
2757,red_exclamation_mark
1F630,anxious_face_with_sweat
1F630,anxious_face_with_sweat
1F4C8,chart_increasing
1F4C9,chart_decreasing
2757,red_exclamation_mark
2757,red_exclamation_mark
1F321,thermometer
26A0,warning
2757,red_exclamation_mark
1F321,thermometer
1F912,face_with_thermometer
1F3E5,hospital
2668,hot_springs
1F915,face_with_head-bandage
1F6A8,police_car_light
1F321,thermometer
1F321,thermometer
2757,red_exclamation_mark
1F321,thermometer
1F62F,hushed_face
2757,red_exclamation_mark
2757,red_exclamation_mark
1F321,thermometer
1F321,thermometer
1F321,thermometer
274C,cross_mark
2753,red_question_mark
26A0,warning
26A0,warning
274C,cross_mark
1F35E,bread
2620,skull_and_crossbones
274C,cross_mark
1F371,bento_box
274C,cross_mark
1F37C,baby_bottle
203C,double_exclamation_mark
1F990,shrimp
1F991,squid
1F35E,bread
1F95D,kiwi_fruit
1F6A8,police_car_light
1F4C9,chart_decreasing
2757,red_exclamation_mark
1F951,avocado
1F34E,red_apple
1F9C0,cheese_wedge
1F35A,cooked_rice
2757,red_exclamation_mark
1F625,sad_but_relieved_face
1F90F,pinching_hand
1F35E,bread
231B,hourglass_done
274C,cross_mark
1F9FA,basket
1F5DD,old_key
26A0,warning
26A0,warning
1F525,fire
1F4A7,droplet
2744,snowflake
26A1,high_voltage
1F409,dragon
2757,red_exclamation_mark
1F6B6,person_walking
203C,double_exclamation_mark
26D1,rescue_worker’s_helmet
1F6A8,police_car_light
1F6A8,police_car_light
269B,atom_symbol
1F9EB,petri_dish
203C,double_exclamation_mark
1F250,Japanese_bargain_button
1F198,SOS_button
1F469 + 200D + 1F52C,woman_scientist
2757,red_exclamation_mark
1F372,pot_of_food
1F372,pot_of_food
1F44D,thumbs_up
1F372,pot_of_food
1F372,pot_of_food
1F372,pot_of_food
1F96B,canned_food
1F366,soft_ice_cream
1F4A6,sweat_droplets
1F963,bowl_with_spoon
1F64C,raising_hands
1F372,pot_of_food
1FAD5,fondue
1FAD5,fondue
1FAD5,fondue
1F4CF,straight_ruler
1F963,bowl_with_spoon
1F963,
1F30B,volcano
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,dashing_away
1F624,face_with_steam_from_nose
1F30B,volcano
1F6AC,cigarette
1F624,face_with_steam_from_nose
1F4A8,dashing_away
1F441,eye
274C,cross_mark
1F4A8,dashing_away
1F6AC,cigarette
1F30B,volcano
1F30B,volcano
1F30B,volcano
1F637,face_with_medical_mask
1F4A8,dashing_away
1F4A8,dashing_away
1F32B,fog
1F32B,fog
1F525,fire
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,
1F366,soft_ice_cream
1F366,soft_ice_cream
1F366,soft_ice_cream
1F368,ice_cream
1F366,soft_ice_cream
1F366,soft_ice_cream
1F96B,canned_food
1F366,soft_ice_cream
1F366,soft_ice_cream
1F366,soft_ice_cream
1F366,soft_ice_cream
1F9C1,
1F9F4,lotion_bottle
1F4AA,flexed_biceps
1F376,sake
1F376,sake
1F4CF,straight_ruler
1F366,soft_ice_cream
1F366,soft_ice_cream
1F366,
1F32B,fog
1F32B,fog
1F32B,fog
2708,airplane
1F648,see-no-evil_monkey
1F4A8,dashing_away
1F441,eye
1F32B,fog
1F32B,fog
1F32B,fog
1F301,foggy
1F32B,fog
1F32B,fog
1F32B,fog
1F32B,fog
1F32B,fog
1F4CF,straight_ruler
1F32B,fog
1F32B,fog
1F32B,fog
1F301,foggy
1F301,foggy
1F32B,fog
1F636 + 200D + 1F32B,face_in_clouds
274C,cross_mark
1F4C4,page_facing_up
274C,cross_mark
1F4DC,scroll
1F645 + 200D + 2640,woman_gesturing_NO
1F4C3,page_with_curl
274C,cross_mark
1F4C4,page_facing_up
1F645 + 200D + 2642,man_gesturing_NO
1F4C4,page_facing_up
274C,cross_mark
1F4C3,page_with_curl
274C,cross_mark
1F4DC,scroll
274C,cross_mark
1F4C3,page_with_curl
274C,cross_mark
1F6E3,motorway
274C,cross_mark
1F6E3,motorway
1F645 + 200D + 2640,woman_gesturing_NO
1F6E3,motorway
274C,cross_mark
1F6E3,motorway
1F645 + 200D + 2642,man_gesturing_NO
1F6E3,motorway
274C,cross_mark
1F6E3,motorway
274C,cross_mark
1F6E3,motorway
1F645,person_gesturing_NO
1F6E3,motorway
274C,cross_mark
1F469 + 200D + 1F4BB,woman_technologist
274C,cross_mark
1F4D1,bookmark_tabs
1F645 + 200D + 2640,woman_gesturing_NO
1F494,broken_heart
1F645,person_gesturing_NO
1F469 + 200D + 2764 + 200D + 1F48B + 200D + 1F468,kiss_woman_man
1F494,broken_heart
1F645 + 200D + 2642,man_gesturing_NO
1F608,smiling_face_with_horns
1F92B,shushing_face
270D,writing_hand
1F4C4,page_facing_up
1F4DA,books
1F4AF,hundred_points
1F44E,thumbs_down
1F4DD,memo
274C,cross_mark
1F4DD,memo
1F4CB,clipboard
1F60F,smirking_face
1F44E,thumbs_down
274C,cross_mark
2197,up-right_arrow
2196,up-left_arrow
274E,cross_mark_button
274C,cross_mark
21A9,right_arrow_curving_left
1F645 + 200D + 2640,woman_gesturing_NO
1F6B8,children_crossing
274C,cross_mark
2197,up-right_arrow
1F5FA,world_map
1F645 + 200D + 2642,man_gesturing_NO
1F5FA,world_map
1F9ED,compass
274C,cross_mark
1F9ED,compass
274C,cross_mark
1F5FA,world_map
1F645 + 200D + 2640,woman_gesturing_NO
1F926,person_facepalming
1F9ED,compass
274C,cross_mark
1F48A,pill
274C,cross_mark
1F48A,pill
1F645 + 200D + 2640,woman_gesturing_NO
1F48A,pill
274C,cross_mark
1F48A,pill
1F912,face_with_thermometer
1F645 + 200D + 2642,man_gesturing_NO
1F48A,pill
274C,cross_mark
1F48A,pill
274C,cross_mark
1F48A,pill
274C,cross_mark
1F48A,pill
274C,cross_mark
2139,information
274C,cross_mark
2139,information
1F645 + 200D + 2640,woman_gesturing_NO
2139,information
274C,cross_mark
1F4AD,thought_balloon
2753,red_question_mark
1F645 + 200D + 2642,man_gesturing_NO
1F4D1,bookmark_tabs
1F5C2,card_index_dividers
274C,cross_mark
1F9E0,brain
274C,cross_mark
1F4F0,newspaper
274C,cross_mark
2139,information
274C,cross_mark
1F914,thinking_face
274C,cross_mark
1F4AD,thought_balloon
1F645 + 200D + 2640,woman_gesturing_NO
1F914,thinking_face
1F444,mouth
274C,cross_mark
1F444,mouth
1F4AC,speech_balloon
1F645 + 200D + 2642,man_gesturing_NO
1F914,thinking_face
274C,cross_mark
1F440,eyes
1F9E0,brain
274C,cross_mark
1F914,thinking_face
1F914,thinking_face
1F926,person_facepalming
274C,cross_mark
23F0,alarm_clock
274C,cross_mark
1F561,six-thirty
1F645 + 200D + 2640,woman_gesturing_NO
1F570,mantelpiece_clock
274C,cross_mark
23F1,stopwatch
23F0,alarm_clock
1F645 + 200D + 2642,man_gesturing_NO
23F1,stopwatch
274C,cross_mark
23F0,alarm_clock
274C,cross_mark
23F1,stopwatch
1F926,person_facepalming
231A,watch
2668,hot_springs
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F321,thermometer
1FAC2,people_hugging
1F91D,handshake
1F975,hot_face
1F46A,family
1F970,smiling_face_with_hearts
1FAC2,people_hugging
1F917,smiling_face_with_open_hands
1F970,
1F525,fire
1F4AA + 1F3FB,flexed_biceps_light_skin_tone
1F321,thermometer
1F4AA,flexed_biceps
2668,hot_springs
1F917,smiling_face_with_open_hands
1F91D,handshake
2668,hot_springs
1F44B,waving_hand
1F975,hot_face
1F44B,waving_hand
1F44B,waving_hand
1F970,smiling_face_with_hearts
1F60A,smiling_face_with_smiling_eyes
1F44B,waving_hand
1F44B,waving_hand
1F44B,waving_hand
1F44B,waving_hand
2764,red_heart
1F44B,waving_hand
1F321,thermometer
1F91D,handshake
2668,hot_springs
2696,balance_scale
1F525,fire
1F5E3,speaking_head
1F575 + 200D + 2642,man_detective
1F575 + 200D + 2640,woman_detective
1F9E0,brain
1F5E3,speaking_head
1F4A5,collision
1F5E3,speaking_head
1F525,fire
1F5E3,speaking_head
1F444,mouth
1F92F,exploding_head
1F4A5,collision
1F9E0,brain
1F321,thermometer
1F5E3,speaking_head
1F5E3,speaking_head
2668,hot_springs
1F62E + 200D + 1F4A8,face_exhaling
1F321,thermometer
1F6BA,women’s_room
1F6B9,men’s_room
1F975,hot_face
1F3E1,house_with_garden
1F975,hot_face
1F3EB,school
1F975,hot_face
1F321,thermometer
1F3DA,derelict_house
1F975,
1F525,fire
1F3E0,house
1F321,thermometer
1F3E0,house
2668,hot_springs
1F9B6,foot
1F9B5,leg
1F443,nose
1F442,ear
1F590,hand_with_fingers_splayed
1F321,thermometer
1F9CD + 200D + 2642,man_standing
1F3A5,movie_camera
1F481 + 200D + 2640,woman_tipping_hand
2764,red_heart
1F9DF + 200D + 2642,man_zombie
1F912,
1F912,
1F975,
1F525,fire
1F9D6 + 200D + 2642,man_in_steamy_room
1F321,thermometer
1F9CD,person_standing
2668,hot_springs
26C5,sun_behind_cloud
1F321,thermometer
1F3DC,desert
1F975,hot_face
1F3DD,desert_island
1F912,face_with_thermometer
1F975,hot_face
1F525,fire
2600,sun
2600,sun
1F321,thermometer
1F4C8,chart_increasing
1F324,
1F324,
1F321,thermometer
1F30F,globe_showing_Asia-Australia
2668,hot_springs
1F9E5,coat
1F321,thermometer
1F9E5,coat
1F975,hot_face
1F97C,lab_coat
1F9E5,coat
1F975,hot_face
1F44D,thumbs_up
1F9E5,coat
274C,cross_mark
1F976,cold_face
1F9E5,
1F9E5,
1F321,thermometer
1F97C,lab_coat
2668,hot_springs
1F642,slightly_smiling_face
1F464,bust_in_silhouette
1F525,fire
1F61D,squinting_face_with_tongue
1F975,hot_face
1F91D,handshake
1F44B,waving_hand
1F970,smiling_face_with_hearts
1F46D,women_holding_hands
1F44A,oncoming_fist
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F970,
1F601,beaming_face_with_smiling_eyes
1F973,partying_face
1F321,thermometer
1F481 + 200D + 2640,woman_tipping_hand
1F50E,magnifying_glass_tilted_right
1F469 + 1F3FB,woman_light_skin_tone
1F469,woman
2728,sparkles
1F60C,relieved_face
2728,sparkles
2728,sparkles
1F481 + 200D + 2640,
1F486 + 200D + 2640,woman_getting_massage
1F44C,OK_hand
1F468,man
1F6B0,potable_water
1F957,green_salad
1FA9E,mirror
2728,sparkles
1F60D,smiling_face_with_heart-eyes
1F9F4,lotion_bottle
1F50E,magnifying_glass_tilted_right
1F449,backhand_index_pointing_right
2714,check_mark
2714,check_mark
1F632,astonished_face
1F632,astonished_face
1F197,OK_button
1F52E,crystal_ball
1F453,glasses
2714,check_mark
270D,writing_hand
1F4AC,speech_balloon
2714,check_mark
274C,cross_mark
2753,red_question_mark
1F5E3,speaking_head
1F44D + 1F3FB,thumbs_up_light_skin_tone
1F32C,
26F0,mountain
1F32C,wind_face
1F4A8,dashing_away
1F4A8,dashing_away
2728,sparkles
1F343,leaf_fluttering_in_wind
274C,cross_mark
1F6AC,cigarette
1F9F9,broom
1F32C,wind_face
1F343,leaf_fluttering_in_wind
1F44D,thumbs_up
1F4A8,dashing_away
2728,sparkles
274C,cross_mark
1F9A0,microbe
1F44D + 1F3FB,thumbs_up_light_skin_tone
1F32C,wind_face
1F50E,magnifying_glass_tilted_right
1F4BC,briefcase
2714,check_mark
1F4BC,briefcase
1F440,eyes
1F5E3,speaking_head
1FA9F,window
1F4BC,briefcase
2714,check_mark
1F4BC,briefcase
1F575,detective
1F52C,microscope
1F52A,kitchen_knife
1FA78,drop_of_blood
1F4A1,light_bulb
1F4C2,
1F50E,magnifying_glass_tilted_right
1F4A1,light_bulb
2714,check_mark
1F4A1,light_bulb
1F9E0,brain
1F632,astonished_face
1F197,OK_button
1FA9F,window
1F4A1,light_bulb
2714,check_mark
1F4A1,light_bulb
1F914,thinking_face
1F4AD,thought_balloon
1F4A1,light_bulb
2705,check_mark_button
1F4D1,bookmark_tabs
1F44D + 1F3FB,thumbs_up_light_skin_tone
1F50E,magnifying_glass_tilted_right
1F5E3,speaking_head
2714,check_mark
1F5E3,speaking_head
1F4AC,speech_balloon
1F632,astonished_face
1F197,OK_button
1F469 + 200D + 1F3EB,woman_teacher
1F4AF,hundred_points
1F5E3,speaking_head
1F5E3,speaking_head
1F4A1,light_bulb
1F914,thinking_face
2754,white_question_mark
1F468 + 200D + 1F3EB,man_teacher
1F5E3,speaking_head
1F4A1,light_bulb
2705,check_mark_button
1F600,grinning_face
1F44D + 1F3FB,thumbs_up_light_skin_tone
1F5E3,speaking_head
1F50E,magnifying_glass_tilted_right
1F95B,glass_of_milk
2714,check_mark
1F95B,glass_of_milk
1F943,tumbler_glass
2728,sparkles
1F453,glasses
1F943,tumbler_glass
2714,check_mark
1F95B,glass_of_milk
1F453,glasses
1F50D,magnifying_glass_tilted_left
2728,sparkles
2728,sparkles
1F943,tumbler_glass
1F50E,magnifying_glass_tilted_right
1F50E,magnifying_glass_tilted_right
1F4A6,sweat_droplets
2714,check_mark
1F4A7,droplet
1F4A7,droplet
1F4A7,droplet
2728,sparkles
1F44D,thumbs_up
1F4A6,sweat_droplets
1F4A7,droplet
2714,check_mark
1F4A7,droplet
1F4A7,droplet
1F4A7,droplet
1F52C,microscope
2728,sparkles
274C,cross_mark
1F9A0,microbe
1F4A7,droplet
26AA,white_circle
1F50E,magnifying_glass_tilted_right
1F4D1,bookmark_tabs
2714,check_mark
1F4C3,page_with_curl
1F4F6,antenna_bars
1F62E,face_with_open_mouth
2728,sparkles
1F44D,thumbs_up
1F50D,magnifying_glass_tilted_left
1F575 + 200D + 2642,man_detective
1F389,party_popper
1F575,detective
2702,scissors
1F4DC,scroll
1F52A,kitchen_knife
2753,red_question_mark
1F52C,microscope
1F4A1,light_bulb
2714,check_mark
1F4DC,scroll
1F50E,magnifying_glass_tilted_right
1F914,thinking_face
1F3C3 + 200D + 2640,woman_running
274C,cross_mark
265F,chess_pawn
1F928,face_with_raised_eyebrow
1F9D0,face_with_monocle
1F937 + 200D + 2640,woman_shrugging
1F937 + 200D + 2642,man_shrugging
2753,red_question_mark
2753,red_question_mark
2753,red_question_mark
1F57A,man_dancing
1F914,thinking_face
1F468 + 200D + 1F3EB,man_teacher
1F5E3,speaking_head
1F4DD,memo
2753,red_question_mark
2753,red_question_mark
2753,red_question_mark
2753,red_question_mark
1F928,face_with_raised_eyebrow
1F573,hole
1F440,eyes
2652,Aquarius
1F635,face_with_crossed-out_eyes
1F635,
1F635 + 200D + 1F4AB,
1F635 + 200D + 1F4AB,face_with_spiral_eyes
1F636,face_without_mouth
1F635 + 200D + 1F4AB,
1F9D8 + 200D + 2642,
1F635 + 200D + 1F4AB,face_with_spiral_eyes
2B07,down_arrow
1F573,hole
1F62E + 200D + 1F4A8,face_exhaling
1F61E,disappointed_face
1F61E,disappointed_face
1F62E + 200D + 1F4A8,
1F62E + 200D + 1F4A8,
1F62E + 200D + 1F4A8,face_exhaling
1F625,sad_but_relieved_face
1F615,confused_face
1F62E + 200D + 1F4A8,
1F62E + 200D + 1F4A8,face_exhaling
1F62E + 200D + 1F4A8,face_exhaling
1F624,face_with_steam_from_nose
1F32C,wind_face
1F573,hole
2702,scissors
1F915,face_with_head-bandage
2702,scissors
1F52A,kitchen_knife
1F52A,kitchen_knife
1F52A,kitchen_knife
1FA78,drop_of_blood
1F631,face_screaming_in_fear
1F635,face_with_crossed-out_eyes
1F52A,kitchen_knife
261D,index_pointing_up
1F52A,kitchen_knife
1FA78,drop_of_blood
1FA78,drop_of_blood
2702,scissors
1FA78,drop_of_blood
1F915,
1FA78,drop_of_blood
1F915,face_with_head-bandage
1F573,hole
1F5E3,speaking_head
1F914,thinking_face
1F5E3,speaking_head
1F43B,bear
1F3A4,microphone
1F5E3,speaking_head
1F468 + 200D + 1F9B3,man_white_hair
1F5E3,speaking_head
1F50A,speaker_high_volume
1F53D,downwards_button
1F5E3,
1F5E3,speaking_head
1F9CF + 200D + 2642,deaf_man
1F5E3,speaking_head
2B07,down_arrow
1F573,hole
1F60B,face_savoring_food
1F914,thinking_face
1F914,thinking_face
1F62D,loudly_crying_face
1F30A,water_wave
1F9D0,face_with_monocle
1F92F,exploding_head
23EC,fast_down_button
1F622,crying_face
1F62D,loudly_crying_face
1F92C,face_with_symbols_on_mouth
1F92F,exploding_head
1F62D,loudly_crying_face
1F614,pensive_face
1F636,
1F616,confounded_face
1F97A,pleading_face
1F624,face_with_steam_from_nose
1F573,hole
1F92B,shushing_face
1F914,thinking_face
1F9D0,face_with_monocle
1F635,face_with_crossed-out_eyes
1F635,face_with_crossed-out_eyes
1F635,face_with_crossed-out_eyes
1F9D0,face_with_monocle
1F469 + 200D + 1F4BB,woman_technologist
270F,pencil
23EC,fast_down_button
1F9D0,face_with_monocle
1F913,nerd_face
1F914,
1F4D6,
1F4C3,page_with_curl
1F4C4,page_facing_up
1F913,nerd_face
1F635 + 200D + 1F4AB,face_with_spiral_eyes
1F573,hole
1F6CC,person_in_bed
1F634,sleeping_face
1F62A,sleepy_face
1F6CC,person_in_bed
1F634,sleeping_face
1F634,sleeping_face
1F634,sleeping_face
1F62A,sleepy_face
1F924,drooling_face
1F634,sleeping_face
1F635,face_with_crossed-out_eyes
1F634,sleeping_face
1F6CC,person_in_bed
1F4A4,zzz
1F4A4,zzz
1F62A,sleepy_face
1F4A4,zzz
1F634,sleeping_face
1F634,sleeping_face
1F634,sleeping_face
1F634,sleeping_face
1F4A4,zzz
1F4A4,zzz
1F573,hole
1F62E + 200D + 1F4A8,face_exhaling
1F62E,face_with_open_mouth
1FAC1,lungs
1F62E + 200D + 1F4A8,face_exhaling
1F62E + 200D + 1F4A8,face_exhaling
1F62E + 200D + 1F4A8,face_exhaling
1F62E + 200D + 1F4A8,
1F971,yawning_face
1F62E,face_with_open_mouth
1F62E + 200D + 1F4A8,face_exhaling
1F62E + 200D + 1F4A8,
1F443,nose
1F4A8,dashing_away
1F32C,wind_face
1FAC1,lungs
1F9CA,ice
1F943,tumbler_glass
1F192,COOL_button
1F964,cup_with_straw
1F9CA,ice
1F37E,bottle_with_popping_cork
1F9CA,ice
1F379,tropical_drink
1F37A,beer_mug
1F192,COOL_button
1F379,tropical_drink
1F9CA,ice
1F378,cocktail_glass
1F964,cup_with_straw
1F9C3,beverage_box
1F4A8,dashing_away
1F964,cup_with_straw
1F9CA,ice
1F46C,men_holding_hands
1F192,COOL_button
1F9D1 + 200D + 1F91D + 200D + 1F9D1,people_holding_hands
1F60E,smiling_face_with_sunglasses
1F46C,men_holding_hands
1F91C,right-facing_fist
1F91B,left-facing_fist
1F91D,handshake
1F192,COOL_button
1F46B,woman_and_man_holding_hands
1F636,face_without_mouth
1F976,cold_face
1F64E,person_pouting
1F9CA,ice
1F9CD + 200D + 2642,man_standing
1F9CD + 200D + 2640,woman_standing
1F4A8,dashing_away
1F46C,men_holding_hands
1F9CA,ice
1F91D,handshake
1F192,COOL_button
1F3E8,hotel
1F6CE,bellhop_bell
260E,telephone
1F60E,smiling_face_with_sunglasses
1F38A,confetti_ball
1F642,slightly_smiling_face
263A,smiling_face
1F44B,waving_hand
1F192,COOL_button
1F481,person_tipping_hand
1F610,neutral_face
1F44B,waving_hand
1F9CD + 200D + 2640,woman_standing
1F399,studio_microphone
260E,telephone
1F4A8,dashing_away
1F469,woman
1F5A5,desktop_computer
1F9CA,ice
1F3E0,house
1F192,COOL_button
1F6CB,couch_and_lamp
1F321,thermometer
1F976,cold_face
1F3E0,house
1F976,cold_face
1F9E4,gloves
1F9E3,scarf
1F32C,wind_face
1F9E5,coat
1F3E0,house
1F192,COOL_button
1F3E0,house
2744,snowflake
1F4A8,dashing_away
1F3E0,house
1F9CA,ice
1F3E4,post_office
1F4A8,dashing_away
1F6CC,person_in_bed
1F9CA,ice
1F32C,wind_face
1F192,COOL_button
1F343,leaf_fluttering_in_wind
1F976,cold_face
1F4A8,dashing_away
2744,snowflake
1F32C,wind_face
1F4A8,dashing_away
1F192,COOL_button
1F343,leaf_fluttering_in_wind
2744,snowflake
1F4A8,dashing_away
1F9CA,ice
1F32C,wind_face
1F4A8,dashing_away
1F4A8,dashing_away
1F4A8,dashing_away
274C,cross_mark
1F4B2,heavy_dollar_sign
1F4B2,heavy_dollar_sign
26A0,warning
1F4B0,money_bag
1F61E,disappointed_face
1F4B0,money_bag
1F4B8,
274C,cross_mark
1F4B0,money_bag
1F45B,purse
1F937,person_shrugging
1F4B8,money_with_wings
1F3D8,houses
1F91E,crossed_fingers
1F4B5,dollar_banknote
1F4C9,chart_decreasing
1F4B0,money_bag
274C,cross_mark
1F9D1 + 200D + 1F3EB,teacher
26A0,warning
1F3C3 + 200D + 2640,woman_running
1F4AA,flexed_biceps
1F3CB,person_lifting_weights
1F623,persevering_face
1F46C,men_holding_hands
1F46C,men_holding_hands
1F46D,women_holding_hands
1F935,person_in_tuxedo
1F935 + 200D + 2642,man_in_tuxedo
274C,cross_mark
274C,cross_mark
1F93C,people_wrestling
1F93A,person_fencing
1F937,person_shrugging
1F688,light_rail
1F4CB,clipboard
1F44E,thumbs_down
1F3CB + 200D + 2640,woman_lifting_weights
1F53B,red_triangle_pointed_down
1F64B + 1F3FB + 200D + 2640,woman_raising_hand_light_skin_tone
1F3E3,Japanese_post_office
274C,cross_mark
1F935,person_in_tuxedo
26A0,warning
1F9D1 + 200D + 1F3EB,teacher
1F469 + 200D + 1F3EB,woman_teacher
